trans_date_trans_time,merchant,category,amt,city,state,lat,long,city_pop,job,dob,trans_num,merch_lat,merch_long,is_fraud
2019-01-12 23:09:00,kris-weimann,misc_net,784.77,ravenna,ne,41.0233,-98.9041,2202,"solicitor, scotland",1974-06-21,5900fb4411f88bda3f613fb8fa20f925,40.341318,-99.045651,1
2019-01-12 23:57:00,"kihn, abernathy and douglas",shopping_net,1116.8,ravenna,ne,41.0233,-98.9041,2202,"solicitor, scotland",1974-06-21,cad6a618cba464438b5566597933f870,41.192006,-99.230584,1
2019-01-13 00:14:00,kiehn-emmerich,grocery_pos,320.6,ravenna,ne,41.0233,-98.9041,2202,"solicitor, scotland",1974-06-21,98649f992d93377c62c09e51a1bd2cc9,41.867565,-99.096279,1
2019-01-13 01:59:00,"osinski, ledner and leuschke",grocery_pos,276.8,ravenna,ne,41.0233,-98.9041,2202,"solicitor, scotland",1974-06-21,a28b688a63d93fb5935d6a3dfb22ecf6,41.700959,-98.207349,1
2019-01-13 02:16:00,vandervort-funk,grocery_pos,336.2,ravenna,ne,41.0233,-98.9041,2202,"solicitor, scotland",1974-06-21,62e0c792222afcc2ef1644a81ffdeb47,41.965421,-98.334757,1
2019-01-13 21:10:00,terry-huel,shopping_net,994.92,san jose,ca,37.3304,-121.7913,973849,science writer,1955-06-12,a2c0f59146a22479dd65bae74d6d7741,38.075623,-122.14827,1
2019-01-13 22:01:00,volkman-predovic,shopping_net,1062.95,ravenna,ne,41.0233,-98.9041,2202,"solicitor, scotland",1974-06-21,2182d9659d60dfa68fa1f39baa2fc635,41.942402,-98.005584,1
2019-01-13 22:17:00,"roob, conn and tremblay",shopping_pos,770.94,ravenna,ne,41.0233,-98.9041,2202,"solicitor, scotland",1974-06-21,0e4cd5fbfa6845c164b8bb7a6b21ab14,41.569284,-98.87645,1
2019-01-13 23:04:00,"tillman, fritsch and schmitt",misc_net,816.89,san jose,ca,37.3304,-121.7913,973849,science writer,1955-06-12,186c2aeb244b826107f83b307233fb08,37.301768,-122.469759,1
2019-01-13 23:17:00,larson-moen,entertainment,510.59,ravenna,ne,41.0233,-98.9041,2202,"solicitor, scotland",1974-06-21,f1edc60904bafa8aac00a0f5e9026d0c,41.213009,-98.097519,1
2019-01-13 23:28:00,kutch and sons,grocery_pos,307.5,san jose,ca,37.3304,-121.7913,973849,science writer,1955-06-12,9bc5cb494abc3af2b02ca33e0d076f74,37.5925,-122.356511,1
2019-01-13 23:45:00,"parisian, schiller and altenwerth",misc_net,790.35,san jose,ca,37.3304,-121.7913,973849,science writer,1955-06-12,7d7d61dc3b301c78ca3c0cf73e8ed72e,37.033841,-121.371988,1
2019-01-13 23:57:00,kozey-boehm,shopping_net,1065.43,ravenna,ne,41.0233,-98.9041,2202,"solicitor, scotland",1974-06-21,049087fe5d27b77c7238fa46bb18c99d,41.880236,-98.612455,1
2019-01-14 00:27:00,rau and sons,grocery_pos,306.81,san jose,ca,37.3304,-121.7913,973849,science writer,1955-06-12,fdc202f9f1dd556a51775c6d8060c58d,36.502259,-122.323669,1
2019-01-14 00:37:00,parisian and sons,gas_transport,12.57,san jose,ca,37.3304,-121.7913,973849,science writer,1955-06-12,dec7f564c518a3f5878016461d766ffa,36.860137,-122.217748,1
2019-01-14 00:46:00,o'keefe-hudson,grocery_pos,324.87,westerville,ne,41.4193,-99.3844,73,product designer,1935-02-10,329a58f59d039370f0af17bbcafc2bc3,41.603137,-99.129649,1
2019-01-14 01:41:00,cassin-harvey,grocery_net,16.44,westerville,ne,41.4193,-99.3844,73,product designer,1935-02-10,82a79798b2e4c690d1e3c9526e8ae0ed,40.869894,-99.153196,1
2019-01-14 01:42:00,"schumm, bauch and ondrick",grocery_pos,277.53,san jose,ca,37.3304,-121.7913,973849,science writer,1955-06-12,9f720ebc9d1f437c787a4d80479c67fa,36.59875,-121.383937,1
2019-01-14 02:27:00,"towne, walker and bore",grocery_net,13.2,westerville,ne,41.4193,-99.3844,73,product designer,1935-02-10,a9ddd0c259a7b053ebb6e36042364002,42.024265,-98.441592,1
2019-01-14 08:44:00,kling-grant,grocery_net,12.95,westerville,ne,41.4193,-99.3844,73,product designer,1935-02-10,7fbc05c677c102b36030efa2394f0d71,40.701366,-98.890275,1
2019-01-14 09:30:00,"jenkins, hauck and friesen",gas_transport,8.25,san jose,ca,37.3304,-121.7913,973849,science writer,1955-06-12,b559d49e830a7573530e9cc4c82d5424,37.259809,-121.89842,1
2019-01-14 16:15:00,"baumbach, hodkiewicz and walsh",shopping_pos,839.35,westerville,ne,41.4193,-99.3844,73,product designer,1935-02-10,7f9497dfc82f973690fd20102c502210,42.337832,-99.34228,1
2019-01-14 22:28:00,beier-hyatt,shopping_pos,969.64,san jose,ca,37.3304,-121.7913,973849,science writer,1955-06-12,163aa0609a5b81e3b3be72fb7bc31ed3,36.709536,-122.649175,1
2019-01-14 23:17:00,"reichert, huels and hoppe",shopping_net,1034.21,westerville,ne,41.4193,-99.3844,73,product designer,1935-02-10,d861ecd9fb05ec1832e4168e31cda378,41.12487,-100.349332,1
2019-01-14 23:18:00,"konopelski, schneider and hartmann",food_dining,121.62,westerville,ne,41.4193,-99.3844,73,product designer,1935-02-10,31001f18f1cc19cfde92209361884e06,40.544371,-98.726597,1
2019-01-15 01:07:00,vonrueden group,grocery_net,15.05,westerville,ne,41.4193,-99.3844,73,product designer,1935-02-10,f3d6f1020342e0aec86a1483d85a52d4,42.015822,-98.943391,1
2019-01-15 22:50:00,koelpin and sons,misc_net,851.71,westerville,ne,41.4193,-99.3844,73,product designer,1935-02-10,22b7c01ff32367d1c58037196e9b6afb,40.461654,-98.987825,1
2019-01-15 23:01:00,"little, gutmann and lynch",shopping_net,1124.01,westerville,ne,41.4193,-99.3844,73,product designer,1935-02-10,18754b81f40491fc7058342bf61eb82e,40.65072,-98.820629,1
2019-01-15 23:12:00,"reichert, shanahan and hayes",shopping_net,1140.41,westerville,ne,41.4193,-99.3844,73,product designer,1935-02-10,7da32f9ad2d6aa478131b5f7fa51fee5,41.151133,-99.38238,1
2019-01-17 01:30:00,"monahan, bogisich and ledne",misc_pos,795.59,thompson,ut,38.9999,-109.615,46,"surveyor, minerals",1987-04-23,5d6931d4ac32d177b708ed9785d409ea,38.278335,-109.044284,1
2019-01-17 08:59:00,kutch llc,gas_transport,9.79,thompson,ut,38.9999,-109.615,46,"surveyor, minerals",1987-04-23,73d976fc46f089af2c58c39273525b55,39.157345,-109.126592,1
2019-01-17 22:26:00,kutch-wilderman,home,187.35,thompson,ut,38.9999,-109.615,46,"surveyor, minerals",1987-04-23,4f7bdd079103fb386ebe90b1fd22fd7b,39.42207,-109.555496,1
2019-01-17 22:45:00,"nicolas, hills and mcglynn",entertainment,564.34,thompson,ut,38.9999,-109.615,46,"surveyor, minerals",1987-04-23,b8b80b56dbdf53fbe417f0915fe1d3ee,38.435536,-109.844716,1
2019-01-18 00:23:00,boyer plc,shopping_net,978.96,thompson,ut,38.9999,-109.615,46,"surveyor, minerals",1987-04-23,fbda3f1531d8d9186359a561e09077af,38.893999,-109.677707,1
2019-01-18 03:36:00,kerluke-abshire,shopping_net,849.79,thompson,ut,38.9999,-109.615,46,"surveyor, minerals",1987-04-23,9047da1474aecee56ec498ca6c3456d8,38.376171,-110.36249,1
2019-01-18 03:54:00,rempel inc,shopping_net,955.4,thompson,ut,38.9999,-109.615,46,"surveyor, minerals",1987-04-23,421094fceb39c5379bdb06f6a7e5cc0a,38.748484,-110.32181,1
2019-01-18 14:38:00,shanahan-lehne,personal_care,21.54,thompson,ut,38.9999,-109.615,46,"surveyor, minerals",1987-04-23,ce3b2734ce646ef6a47b3484a8e043e5,38.211376,-109.986757,1
2019-01-18 22:06:00,beier llc,entertainment,528.98,thompson,ut,38.9999,-109.615,46,"surveyor, minerals",1987-04-23,3417f366e2e1d5dd25a3a89a3aae9f3d,39.164469,-109.933543,1
2019-01-18 22:12:00,bartoletti and sons,personal_care,21.23,thompson,ut,38.9999,-109.615,46,"surveyor, minerals",1987-04-23,2df9fa2d0e508ed2a83aa3ac6f4b5d5a,38.998205,-110.005615,1
2019-01-18 23:16:00,ankunding-carroll,travel,9.33,thompson,ut,38.9999,-109.615,46,"surveyor, minerals",1987-04-23,a0ed41246d201717db7250fa2375c73b,39.23064,-108.990363,1
2019-01-18 23:31:00,wilkinson lt,entertainment,386.91,thompson,ut,38.9999,-109.615,46,"surveyor, minerals",1987-04-23,48dcc21bdef98405171a831d70b463c8,39.262556,-109.656927,1
2019-01-27 01:34:00,"huel, hammes and witting",grocery_pos,329.83,parker dam,ca,34.298,-114.156,126,marketing executive,1992-10-07,2cc18d68486597375ac9c6a340c3437f,35.269747,-115.001724,1
2019-01-27 04:43:00,kuhic inc,grocery_pos,298.01,parker dam,ca,34.298,-114.156,126,marketing executive,1992-10-07,36c0bd92e3032812151a8f9acfe00e20,34.068192,-113.412581,1
2019-01-27 22:35:00,donnelly plc,misc_net,1043.38,parker dam,ca,34.298,-114.156,126,marketing executive,1992-10-07,1294d7a5dea211f63a6488b4957f127e,34.351802,-114.176826,1
2019-01-27 22:53:00,kuhic llc,shopping_net,1189.69,parker dam,ca,34.298,-114.156,126,marketing executive,1992-10-07,116cfdee4bef44c6f0a1d1c40030147c,34.327016,-114.299654,1
2019-01-27 23:11:00,mcdermott-weimann,grocery_pos,289.8,parker dam,ca,34.298,-114.156,126,marketing executive,1992-10-07,1f01a4d4ba00c6bb256f295eb163b51f,34.11963,-114.068992,1
2019-01-27 23:12:00,friesen inc,shopping_pos,795.01,parker dam,ca,34.298,-114.156,126,marketing executive,1992-10-07,527fdf7cc53f7af2e820b8b6e3d2f595,34.922036,-113.901876,1
2019-01-28 00:07:00,dubuque llc,grocery_pos,296.87,parker dam,ca,34.298,-114.156,126,marketing executive,1992-10-07,67a4368c92088255cd2dac11bfba9b5e,33.352471,-113.515467,1
2019-01-28 01:51:00,hackett-lueilwitz,grocery_pos,294.02,parker dam,ca,34.298,-114.156,126,marketing executive,1992-10-07,ed8af8dc93343a3f6003f143e687d8a5,33.868431,-114.495419,1
2019-01-28 02:16:00,kilback llc,grocery_pos,295.07,san diego,ca,32.7185,-117.1593,1241364,comptroller,1987-11-30,a0d5021e69f03868e1aec0600bc83667,32.136058,-118.113176,1
2019-01-28 03:29:00,koepp-parke,grocery_pos,321.49,parker dam,ca,34.298,-114.156,126,marketing executive,1992-10-07,8524e211e3f48239ab8d30300c8d4744,35.181692,-115.067423,1
2019-01-28 03:53:00,kiehn inc,grocery_pos,276.99,san diego,ca,32.7185,-117.1593,1241364,comptroller,1987-11-30,1acc037be737eab0f99686286dce3777,32.602272,-117.826092,1
2019-01-28 05:19:00,bauch-rayno,grocery_pos,306.2,san diego,ca,32.7185,-117.1593,1241364,comptroller,1987-11-30,9c835dcabcfd78db5f7f1c49b941d65a,31.874764,-117.478948,1
2019-01-28 08:35:00,koepp-witting,grocery_pos,290.89,san diego,ca,32.7185,-117.1593,1241364,comptroller,1987-11-30,c2ac17dc229428a463f6568467189a8d,31.881961,-117.269511,1
2019-01-28 22:40:00,"kihn, abernathy and douglas",shopping_net,1005.31,san diego,ca,32.7185,-117.1593,1241364,comptroller,1987-11-30,fe1354c2beae03da8cbcc019d0309311,33.003474,-116.408968,1
2019-01-28 22:54:00,hudson-ratke,grocery_pos,287.42,parker dam,ca,34.298,-114.156,126,marketing executive,1992-10-07,b2a9be3c2bced4f846af82ca667f3bdb,33.39735,-114.42256,1
2019-01-28 23:14:00,"romaguera, cruickshank and greenholt",shopping_net,1058.01,san diego,ca,32.7185,-117.1593,1241364,comptroller,1987-11-30,e6cbed473965d31cd4a258344dd0bd8c,33.259031,-117.083503,1
2019-01-28 23:48:00,"reichert, huels and hoppe",shopping_net,1037,san diego,ca,32.7185,-117.1593,1241364,comptroller,1987-11-30,ab450a443f8c628a9696fd97e8f9c353,33.086398,-117.259417,1
2019-01-29 01:39:00,murray-smitham,grocery_pos,285.88,san diego,ca,32.7185,-117.1593,1241364,comptroller,1987-11-30,c191e8dcf3397bbb9145ea2b687edc14,32.297113,-117.660065,1
2019-01-29 01:59:00,dooley-thompson,misc_net,731.6,san diego,ca,32.7185,-117.1593,1241364,comptroller,1987-11-30,c7ee644424ad65017f2e3bf1db14d7a9,31.967624,-116.858395,1
2019-01-29 03:59:00,"schoen, kuphal and nitzsche",grocery_pos,326.94,san diego,ca,32.7185,-117.1593,1241364,comptroller,1987-11-30,2b11702a56c0a6965ca2249098948b2a,32.64137,-116.730718,1
2019-01-29 23:36:00,"baumbach, hodkiewicz and walsh",shopping_pos,715.29,san diego,ca,32.7185,-117.1593,1241364,comptroller,1987-11-30,49bff32d4b9b2782768a27affba94d30,32.785261,-117.276053,1
2019-01-30 00:54:00,"baumbach, hodkiewicz and walsh",shopping_pos,986.53,centerview,mo,38.7897,-93.8702,2368,electronics engineer,1989-07-17,9b74e243ecc2d236b4951893b70fee01,39.42055,-94.27143,1
2019-01-30 01:27:00,mohr-baye,shopping_net,1041.76,centerview,mo,38.7897,-93.8702,2368,electronics engineer,1989-07-17,5484d0fdfdcc6dcfa433bf59cec1fb82,38.85913,-93.019556,1
2019-01-30 02:51:00,"tillman, fritsch and schmitt",misc_net,857.67,centerview,mo,38.7897,-93.8702,2368,electronics engineer,1989-07-17,9fcd435721c4d912e7c8488277063d37,38.735425,-93.433279,1
2019-01-30 22:22:00,"schiller, blanda and johnson",home,241.08,centerview,mo,38.7897,-93.8702,2368,electronics engineer,1989-07-17,18489423f878faa671128bf867da5eb6,38.291139,-93.380603,1
2019-01-30 22:46:00,"lang, towne and schuppe",kids_pets,19.77,centerview,mo,38.7897,-93.8702,2368,electronics engineer,1989-07-17,1079d701ccbc99c2f83a6b04c73c4966,39.470802,-93.140293,1
2019-01-30 23:17:00,larson-moen,entertainment,540.67,centerview,mo,38.7897,-93.8702,2368,electronics engineer,1989-07-17,094d60bc0e12a77a1945ebf7b2a4e217,39.287665,-94.091537,1
2019-01-31 00:38:00,jacobi and sons,shopping_pos,868.34,centerview,mo,38.7897,-93.8702,2368,electronics engineer,1989-07-17,9c3fe20fa597262d7d35a3ec607868a8,37.89086,-93.584179,1
2019-01-31 02:09:00,"schumm, bauch and ondrick",grocery_pos,291.92,vacaville,ca,38.3847,-121.9887,99475,clinical cytogeneticist,1970-06-25,e692de963ac5c53c2df7cba25acca7c0,38.308291,-121.577277,1
2019-01-31 02:17:00,kilback llc,grocery_pos,290.2,centerview,mo,38.7897,-93.8702,2368,electronics engineer,1989-07-17,cb8b75796904898a7722b3fdd984292c,38.507573,-93.024078,1
2019-01-31 17:25:00,miller-harris,misc_net,820.25,vacaville,ca,38.3847,-121.9887,99475,clinical cytogeneticist,1970-06-25,6cf761fb8b59abeb54ca27d12022c719,38.391948,-121.021048,1
2019-01-31 22:07:00,kerluke-abshire,shopping_net,1084.55,vacaville,ca,38.3847,-121.9887,99475,clinical cytogeneticist,1970-06-25,c9597b8dcdefd829b5ddc84c133fbacb,38.962408,-121.301792,1
2019-01-31 22:45:00,"nicolas, hills and mcglynn",entertainment,424.38,centerview,mo,38.7897,-93.8702,2368,electronics engineer,1989-07-17,0cf8188a67c793946059ea8d76e29521,39.081379,-93.845355,1
2019-01-31 23:00:00,abbott-rogahn,entertainment,474.24,centerview,mo,38.7897,-93.8702,2368,electronics engineer,1989-07-17,3cb7bb733321eaa0bee285f4c159b502,38.219676,-92.956091,1
2019-01-31 23:26:00,daugherty llc,kids_pets,20.21,centerview,mo,38.7897,-93.8702,2368,electronics engineer,1989-07-17,8a84fcec7f59d2c78bb301451cade884,38.527335,-94.342242,1
2019-01-31 23:34:00,torp-lemke,misc_pos,8.57,vacaville,ca,38.3847,-121.9887,99475,clinical cytogeneticist,1970-06-25,ec30f7a5697b978e2993ed81c59633ef,37.871215,-122.115239,1
2019-02-01 01:14:00,bernhard inc,gas_transport,9.17,vacaville,ca,38.3847,-121.9887,99475,clinical cytogeneticist,1970-06-25,eea997439fa532901331b17132807d33,38.790493,-121.925421,1
2019-02-01 03:07:00,doyle lt,grocery_pos,259.96,vacaville,ca,38.3847,-121.9887,99475,clinical cytogeneticist,1970-06-25,b0c33671ee92dd390ae56d76ecbea2f9,38.608995,-121.863386,1
2019-02-01 23:54:00,"hahn, bahringer and mclaughlin",personal_care,19.83,vacaville,ca,38.3847,-121.9887,99475,clinical cytogeneticist,1970-06-25,2bb672c405c31b38a44af35c07df13e0,38.553685,-121.53418,1
2019-02-07 06:11:00,koepp-parke,grocery_pos,304.08,la grande,or,45.3304,-118.0852,16955,"engineer, site",1961-06-16,011b27ba6a78e2f4f8a0468ce5f3c5b1,44.559052,-117.642777,1
2019-02-07 16:14:00,medhurst plc,shopping_net,1105.42,la grande,or,45.3304,-118.0852,16955,"engineer, site",1961-06-16,b8303ea1cbd8a070b8160cffb6292bd3,45.594707,-117.573818,1
2019-02-07 22:16:00,pacocha-o'reilly,grocery_pos,257.63,la grande,or,45.3304,-118.0852,16955,"engineer, site",1961-06-16,f16761e504073ef61657c186a9daba0b,46.026023,-117.409519,1
2019-02-07 22:17:00,rempel inc,shopping_net,942,la grande,or,45.3304,-118.0852,16955,"engineer, site",1961-06-16,a7c66fd7b1d983cb4e8fe07e1236d81f,44.4009,-118.984081,1
2019-02-07 23:17:00,"rodriguez, yost and jenkins",misc_net,768,la grande,or,45.3304,-118.0852,16955,"engineer, site",1961-06-16,dbb826b885f763456851e9d8ddaa4662,45.224147,-118.552234,1
2019-02-07 23:17:00,"schumm, bauch and ondrick",grocery_pos,309.02,port costa,ca,38.046,-122.1866,198,armed forces training and education officer,1959-03-31,c8e1a2c45d670a8c600a89c5f0677d88,37.964672,-122.708937,1
2019-02-07 23:24:00,kessler group,travel,9.9,meadville,mo,39.7795,-93.3014,964,tourist information centre manager,1974-12-23,0c643a880168e9a9d44602447ea68ed2,39.169089,-93.078902,1
2019-02-07 23:31:00,"labadie, treutel and bode",shopping_net,935.13,la grande,or,45.3304,-118.0852,16955,"engineer, site",1961-06-16,f8f7bce79dbe8d674e0574cd1ae91e50,45.543601,-118.293693,1
2019-02-07 23:44:00,kerluke-abshire,shopping_net,1096.03,la grande,or,45.3304,-118.0852,16955,"engineer, site",1961-06-16,8250dc04a033dad2fa826f5e30c2e05b,46.306316,-118.697593,1
2019-02-07 23:50:00,ruecker group,misc_net,719.82,meadville,mo,39.7795,-93.3014,964,tourist information centre manager,1974-12-23,7059262fb8d948c37fb1259427c80d2c,39.951004,-92.359492,1
2019-02-08 00:26:00,"zieme, bode and dooley",gas_transport,6.79,meadville,mo,39.7795,-93.3014,964,tourist information centre manager,1974-12-23,76e1cd900df78e170f2727d41e32a3e6,39.96651,-93.322742,1
2019-02-08 00:38:00,schamberger-o'keefe,grocery_pos,290.65,meadville,mo,39.7795,-93.3014,964,tourist information centre manager,1974-12-23,6321ff773ffb355aa94a5c3f2578c5e8,39.079825,-93.78391,1
2019-02-08 01:52:00,conroy-cruickshank,gas_transport,9.91,la grande,or,45.3304,-118.0852,16955,"engineer, site",1961-06-16,7194e8f43f922304a1d177b1334a2422,44.945349,-118.11122,1
2019-02-08 03:04:00,bailey-mo,grocery_pos,311.48,port costa,ca,38.046,-122.1866,198,armed forces training and education officer,1959-03-31,82cced124f1b4c8327d9aa0ff5d1ce17,38.154261,-123.162765,1
2019-02-08 05:18:00,huels-hahn,gas_transport,9.13,meadville,mo,39.7795,-93.3014,964,tourist information centre manager,1974-12-23,e7d8605b2b4589d25b40d1f16c212165,40.418609,-93.548774,1
2019-02-08 07:08:00,kiehn-emmerich,grocery_pos,257.47,la grande,or,45.3304,-118.0852,16955,"engineer, site",1961-06-16,0b76ab66ba6825fc80eef4c7c68cbf18,44.57571,-117.80987,1
2019-02-08 13:29:00,"schmeler, bashirian and price",shopping_net,880.19,port costa,ca,38.046,-122.1866,198,armed forces training and education officer,1959-03-31,f0268fe12b3413f0704ce5fc333c0462,38.471698,-122.846694,1
2019-02-08 22:12:00,bednar group,misc_net,696.29,meadville,mo,39.7795,-93.3014,964,tourist information centre manager,1974-12-23,5f848038fb421553bf4e6db2bb913f31,39.868586,-92.549576,1
2019-02-08 22:45:00,conroy lt,shopping_pos,957.09,la grande,or,45.3304,-118.0852,16955,"engineer, site",1961-06-16,d596a73950bf75006fe56c3c170ccfcb,46.157676,-117.699328,1
2019-02-08 23:10:00,"towne, greenholt and koepp",shopping_net,1016.26,la grande,or,45.3304,-118.0852,16955,"engineer, site",1961-06-16,e10ad4c3aa090b761848ab522a4abfc1,44.449987,-118.256304,1
2019-02-08 23:16:00,padberg-welch,grocery_pos,289.74,meadville,mo,39.7795,-93.3014,964,tourist information centre manager,1974-12-23,b85880d7fabffdbc4933c61555c5d89c,39.515652,-94.123122,1
2019-02-08 23:29:00,crooks and sons,personal_care,45.24,port costa,ca,38.046,-122.1866,198,armed forces training and education officer,1959-03-31,1c06c81ccf496f6f49b0ba310edd8dd1,38.269367,-121.840603,1
2019-02-08 23:32:00,gleason-macejkovic,shopping_net,900.06,meadville,mo,39.7795,-93.3014,964,tourist information centre manager,1974-12-23,2af04a7a44e9550c1d3629c7042eb179,38.864622,-92.568113,1
2019-02-08 23:37:00,"little, gutmann and lynch",shopping_net,1140.72,la grande,or,45.3304,-118.0852,16955,"engineer, site",1961-06-16,3e627a4d2a5324be549655842ee91358,44.916768,-117.690038,1
2019-02-08 23:49:00,zemlak group,misc_net,786.4,port costa,ca,38.046,-122.1866,198,armed forces training and education officer,1959-03-31,d1267a11201cdc72fcc8a7cdc7fee002,38.679519,-121.762099,1
2019-02-11 01:36:00,kutch and sons,grocery_pos,289.12,alva,wy,44.6873,-104.4414,110,"administrator, local government",1973-05-16,9d07c239af923ba8c7419712ae7f066d,45.074749,-104.113397,1
2019-02-11 02:44:00,vandervort-funk,grocery_pos,325.35,alva,wy,44.6873,-104.4414,110,"administrator, local government",1973-05-16,de0aa44dfefe68d397836d5b90752fc4,45.087558,-104.09532,1
2019-02-11 03:45:00,pacocha-o'reilly,grocery_pos,280.64,alva,wy,44.6873,-104.4414,110,"administrator, local government",1973-05-16,2ccd7e4eb7a1b4043dafc4680f139b43,45.357955,-104.809791,1
2019-02-11 22:11:00,"jones, sawayn and romague",misc_net,828.73,alva,wy,44.6873,-104.4414,110,"administrator, local government",1973-05-16,2564cc16d7050cb782b9856c0fcf3aaa,43.826015,-104.239668,1
2019-02-11 22:36:00,hills-witting,shopping_net,853.8,alva,wy,44.6873,-104.4414,110,"administrator, local government",1973-05-16,3fe342a6a6175d7bdb004dc3459701ee,44.062324,-103.879906,1
2019-02-12 00:01:00,kilback llc,grocery_pos,295.85,alva,wy,44.6873,-104.4414,110,"administrator, local government",1973-05-16,133e78d9bf083530dd770ee3c2da17c9,44.020015,-105.392134,1
2019-02-12 01:49:00,bogisich inc,grocery_pos,348.01,lowell,or,43.921,-122.7806,1420,systems analyst,1965-11-11,6dd6c15689f40e8db2881c56e45868cf,44.202317,-122.900884,1
2019-02-12 02:14:00,"adams, kovacek and kuhlman",grocery_net,16.73,lowell,or,43.921,-122.7806,1420,systems analyst,1965-11-11,3366abea053c361df2e0e965854fa127,43.120671,-123.40541,1
